horseName,raceDate,raceNum,horseAgeInDays,jockey,trainer,weight,raceDist,postPosition,track,surface,trackCondition,raceType,purse,finishPosition,adamSpeedInMPH,dataType,adamSpeedInMPHLag1,jockeyLag1,oddsLag1,weightLag1,raceDistLag1,surfaceLag1,purseLag1,raceTypeLag1,trackConditionLag1,finishPositionLag1
AFTER THE GOLDRUSH,2016-05-29T00:00:00Z,NA,1140,Other,Other,118,1320,5,AP,D,FT,M,13000,7,36.36853448275862,train,37.3923553406859,Other,300,121,1210,D,8800,M,FT,300
AFTER THE GOLDRUSH,2016-05-06T00:00:00Z,NA,1117,Other,Other,120,1320,1,AP,D,FT,M,17000,5,36.52597402597402,train,36.36853448275862,Other,300,118,1320,D,13000,M,FT,300
AGGREGATION,2023-05-11T00:00:00Z,NA,1487,FRANCO MANUEL,BROWN CHAD C,122,1760,1,BEL,D,FT,AO,85000,4,36.96857670979668,train,0,Other,300,0,3000,Other,0,Other,Other,300
AGGREGATION,2022-07-18T00:00:00Z,NA,1190,FRANCO MANUEL,BROWN CHAD C,124,1870,1,FL,D,GD,N,150000,3,35.74766355140187,train,36.96857670979668,FRANCO MANUEL,300,122,1760,D,85000,AO,FT,300
AGGREGATION,2022-05-30T00:00:00Z,NA,1141,FRANCO MANUEL,BROWN CHAD C,118,1760,1,BEL,D,FT,A,80000,1,36.870135190495695,train,35.74766355140187,FRANCO MANUEL,300,124,1870,D,150000,N,GD,300
AGGREGATION,2022-04-16T00:00:00Z,NA,1097,FRANCO MANUEL,BROWN CHAD C,118,1540,1,AQU,D,FT,S,70000,1,37.62092439985668,train,36.870135190495695,FRANCO MANUEL,300,118,1760,D,80000,A,FT,300
AGGREGATION,2021-08-12T00:00:00Z,NA,850,ORTIZ JOSE L,BROWN CHAD C,119,1320,1,SAR,D,FT,S,85000,5,37.011651816312536,train,37.62092439985668,FRANCO MANUEL,300,118,1540,D,70000,S,FT,300
ALADDIN SANE,2021-07-19T00:00:00Z,NA,1921,CENTENO D E,LYNCH CATHAL,123,1760,4,DEL,D,FT,C,18000,4,35.541514463421855,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALADDIN SANE,2021-06-19T00:00:00Z,NA,1891,MARQUEZ CHARLIE,LYNCH CATHAL,123,1870,7,DEL,T,FM,C,20000,2,36.7682399307892,train,35.541514463421855,CENTENO D E,300,123,1760,D,18000,C,FT,300
ALADDIN SANE,2021-05-21T00:00:00Z,NA,1862,MARQUEZ CHARLIE,LYNCH CATHAL,121,1870,5,PIM,D,FT,C,20268,4,35.95262712660965,train,36.7682399307892,MARQUEZ CHARLIE,300,123,1870,T,20000,C,FM,300
ALADDIN SANE,2021-05-07T00:00:00Z,NA,1848,MARQUEZ CHARLIE,LYNCH CATHAL,121,1870,1,PIM,D,FT,C,22014,3,35.50543024227235,train,35.95262712660965,MARQUEZ CHARLIE,300,121,1870,D,20268,C,FT,300
ALADDIN SANE,2021-04-08T00:00:00Z,NA,1819,GLASER LAURALEA,LYNCH CATHAL,126,1760,2,LRL,D,FT,C,20394,2,36.33794286867871,train,35.50543024227235,MARQUEZ CHARLIE,300,121,1870,D,22014,C,FT,300
ALADDIN SANE,2021-01-03T00:00:00Z,NA,1724,Other,COLLINS JOHN,118,1980,4,GP,T,FM,C,24000,12,36.293574693072856,train,36.33794286867871,GLASER LAURALEA,300,126,1760,D,20394,C,FT,300
ALADDIN SANE,2020-12-02T00:00:00Z,NA,1692,Other,COLLINS JOHN,121,1760,7,TAM,T,FM,C,12850,6,36.61513425549227,train,36.293574693072856,Other,300,118,1980,T,24000,C,FM,300
ALADDIN SANE,2020-09-19T00:00:00Z,NA,1618,ARROYO ANGEL S,COLLINS JOHN,123,1760,5,GP,D,FT,C,22000,7,35.527484456725546,train,36.61513425549227,Other,300,121,1760,T,12850,C,FM,300
ALADDIN SANE,2020-08-29T00:00:00Z,NA,1597,ARROYO ANGEL S,COLLINS JOHN,123,1870,10,GP,T,TF,C,22000,11,36.26967570642898,train,35.527484456725546,ARROYO ANGEL S,300,123,1760,D,22000,C,FT,300
ALADDIN SANE,2020-07-26T00:00:00Z,NA,1563,RODRIGUEZ ANGEL A,COLLINS JOHN,123,1980,5,GP,T,TF,C,22000,10,36.131679900080286,train,36.26967570642898,ARROYO ANGEL S,300,123,1870,T,22000,C,TF,300
ALBEDO,2023-07-16T00:00:00Z,NA,881,FRANCO MANUEL,SERPE PHILIP M,119,1210,3,SAR,D,SY,S,88000,6,36.8632707774799,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALL SPUN UP,2017-07-27T00:00:00Z,NA,1169,LYNCH F,Other,120,1870,9,DEL,T,TF,M,18000,9,34.93469723262398,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALL SPUN UP,2017-07-12T00:00:00Z,NA,1154,LYNCH F,Other,120,1650,4,DEL,T,FM,M,18000,2,37.52501667778519,train,34.93469723262398,LYNCH F,300,120,1870,T,18000,M,TF,300
ALL SPUN UP,2016-11-24T00:00:00Z,NA,924,Other,Other,120,1760,5,FG,T,FM,S,38000,11,36.315948754161205,train,37.52501667778519,LYNCH F,300,120,1650,T,18000,M,FM,300
ALL SPUN UP,2016-10-28T00:00:00Z,NA,897,Other,Other,121,1830,1,HAW,D,FT,S,20000,7,34.70086046335235,train,36.315948754161205,Other,300,120,1760,T,38000,S,FM,300
ALL SPUN UP,2016-09-17T00:00:00Z,NA,856,Other,Other,119,1210,9,AP,D,FT,S,24000,6,36.80844735276621,train,34.70086046335235,Other,300,121,1830,D,20000,S,FT,300
ALLERIA,2021-07-23T00:00:00Z,NA,1956,HERNANDEZ JULIO A,DORAN CARL,120,1830,6,PEN,T,SF,C,18800,1,35.120865248468924,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALLERIA,2021-07-11T00:00:00Z,NA,1944,CARRASCO VICTOR R,DORAN CARL,126,1760,4,PIM,T,FM,C,30750,4,36.809815950920246,train,35.120865248468924,HERNANDEZ JULIO A,300,120,1830,T,18800,C,SF,300
ALLERIA,2021-06-16T00:00:00Z,NA,1919,HERNANDEZ JULIO A,DORAN CARL,123,1760,6,PRX,T,TF,CO,25000,2,35.94249201277955,train,36.809815950920246,CARRASCO VICTOR R,300,126,1760,T,30750,C,FM,300
ALLERIA,2021-05-23T00:00:00Z,NA,1895,CARRASCO VICTOR R,DORAN CARL,122,1760,1,PIM,T,FM,C,27566,3,36.59280341532832,train,35.94249201277955,HERNANDEZ JULIO A,300,123,1760,T,25000,CO,TF,300
ALLERIA,2020-09-27T00:00:00Z,NA,1657,Other,DORAN CARL,124,1870,6,MTH,T,FM,C,22000,2,36.57487091222031,train,36.59280341532832,CARRASCO VICTOR R,300,122,1760,T,27566,C,FM,300
ALLERIA,2020-09-08T00:00:00Z,NA,1638,PENNINGTON F,DORAN CARL,123,1650,5,PRX,T,FM,C,21000,3,36.53783696005197,train,36.57487091222031,Other,300,124,1870,T,22000,C,FM,300
ALLERIA,2020-08-28T00:00:00Z,NA,1627,HERNANDEZ JULIO A,DORAN CARL,124,1830,6,PEN,D,SY,C,18800,7,34.614220623098,train,36.53783696005197,PENNINGTON F,300,123,1650,T,21000,C,FM,300
ALLERIA,2020-07-17T00:00:00Z,NA,1585,TOLEDO JEVIAN,DORAN CARL,122,1870,4,LRL,T,FM,CO,32004,2,37.632821723730814,train,34.614220623098,HERNANDEZ JULIO A,300,124,1830,D,18800,C,SY,300
ALLERIA,2020-06-20T00:00:00Z,NA,1558,RUSSELL SHELDON,DORAN CARL,121,1320,8,LRL,D,MY,C,25806,4,37.13892709766163,train,37.632821723730814,TOLEDO JEVIAN,300,122,1870,T,32004,CO,FM,300
ALLERIA,2019-10-13T00:00:00Z,NA,1307,RUSSELL SHELDON,DORAN CARL,121,1870,1,LRL,T,FM,M,22000,1,36.95295140566128,train,37.13892709766163,RUSSELL SHELDON,300,121,1320,D,25806,C,MY,300
ALTERINA,2023-06-15T00:00:00Z,NA,1187,DAVIS KATIE,HENNIG MARK,118,1540,10,BEL,T,FM,M,45000,6,37.09373528026378,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALTERNATE REALITY,2023-07-01T00:00:00Z,NA,1203,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1760,4,BEL,D,FT,G3,200000,5,36.919290329197004,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALTERNATE REALITY,2023-05-27T00:00:00Z,NA,1168,DAVIS JACQUELINE A,ENGLEHART CHRIS,120,1760,4,BEL,D,FT,AO,95000,1,36.813580120666735,train,36.919290329197004,DAVIS JACQUELINE A,300,118,1760,D,200000,G3,FT,300
ALTERNATE REALITY,2023-04-21T00:00:00Z,NA,1132,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1540,2,AQU,D,FT,S,80000,1,36.61513425549227,train,36.813580120666735,DAVIS JACQUELINE A,300,120,1760,D,95000,AO,FT,300
ALTERNATE REALITY,2023-03-10T00:00:00Z,NA,1090,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1980,1,AQU,D,FT,S,80000,4,34.45635528330781,train,36.61513425549227,DAVIS JACQUELINE A,300,118,1540,D,80000,S,FT,300
ALTERNATE REALITY,2023-01-21T00:00:00Z,NA,1042,DAVIS JACQUELINE A,ENGLEHART CHRIS,120,1760,4,AQU,D,FT,S,80000,4,35.49595740485111,train,34.45635528330781,DAVIS JACQUELINE A,300,118,1980,D,80000,S,FT,300
ALTERNATE REALITY,2022-12-29T00:00:00Z,NA,1019,DAVIS JACQUELINE A,ENGLEHART CHRIS,119,1430,1,AQU,D,FT,M,45000,2,36.39870582379294,train,35.49595740485111,DAVIS JACQUELINE A,300,120,1760,D,80000,S,FT,300
AMAZING CAMPISI,2017-07-27T00:00:00Z,NA,1199,ALMODOVAR GERALD,RITCHEY TIM F,118,1320,4,DEL,D,FT,M,22000,3,37.82572149061362,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMAZING CAMPISI,2016-12-11T00:00:00Z,NA,971,CINTRON ALEX,RITCHEY TIM F,122,1320,3,LRL,D,FT,M,33000,6,36.17848050381884,train,37.82572149061362,ALMODOVAR GERALD,300,118,1320,D,22000,M,FT,300
AMAZING CAMPISI,2016-11-26T00:00:00Z,NA,956,TOLEDO JEVIAN,RITCHEY TIM F,122,1320,4,LRL,D,FT,S,40000,7,36.01921024546425,train,36.17848050381884,CINTRON ALEX,300,122,1320,D,33000,M,FT,300
AMAZON QUEEN,2023-08-31T00:00:00Z,3,1630,CENTENO D E,DELACOUR ARNAUD,122,1830,7,DEL,T,FM,R,28000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
AMAZON QUEEN,2023-07-16T00:00:00Z,NA,1584,CARRASCO VICTOR R,DELACOUR ARNAUD,126,1760,2,LRL,D,GD,AO,62060,2,36.11194703581101,train,999,CENTENO D E,300,122,1830,T,28000,R,FM,300
AMAZON QUEEN,2023-06-14T00:00:00Z,NA,1552,CARRASCO VICTOR R,DELACOUR ARNAUD,120,1980,4,DEL,D,FT,R,28000,1,34.8927371413802,train,36.11194703581101,CARRASCO VICTOR R,300,126,1760,D,62060,AO,GD,300
AMAZON QUEEN,2023-05-11T00:00:00Z,NA,1518,CARRASCO VICTOR R,DELACOUR ARNAUD,123,1760,4,PIM,T,FM,CO,40600,2,36.11556982343499,train,34.8927371413802,CARRASCO VICTOR R,300,120,1980,D,28000,R,FT,300
AMAZON QUEEN,2023-03-24T00:00:00Z,NA,1470,CANNON DECLAN,DELACOUR ARNAUD,124,1870,7,TP,D,FT,AO,78000,4,36.39391056137013,train,36.11556982343499,CARRASCO VICTOR R,300,123,1760,T,40600,CO,FM,300
AMAZON QUEEN,2023-02-16T00:00:00Z,NA,1434,CANNON DECLAN,DELACOUR ARNAUD,124,1760,9,TP,D,FT,AO,72000,1,36.540803897685755,train,36.39391056137013,CANNON DECLAN,300,124,1870,D,78000,AO,FT,300
AMAZON QUEEN,2023-01-14T00:00:00Z,NA,1401,CANNON DECLAN,DELACOUR ARNAUD,120,1870,8,TP,D,FT,C,28000,1,36.06789250353607,train,36.540803897685755,CANNON DECLAN,300,124,1760,D,72000,AO,FT,300
AMAZON QUEEN,2022-12-21T00:00:00Z,NA,1377,CANNON DECLAN,DELACOUR ARNAUD,118,1760,7,TP,D,FT,C,32000,8,36.674816625916876,train,36.06789250353607,CANNON DECLAN,300,120,1870,D,28000,C,FT,300
AMAZON QUEEN,2022-11-19T00:00:00Z,NA,1345,ACOSTA J D,DELACOUR ARNAUD,121,1980,4,LRL,T,TF,A,57420,11,35.06189940264912,train,36.674816625916876,CANNON DECLAN,300,118,1760,D,32000,C,FT,300
AMAZON QUEEN,2022-09-01T00:00:00Z,NA,1266,SUAREZ ANGEL,DELACOUR ARNAUD,118,1830,8,DEL,T,FM,A,44000,5,36.575941158704495,train,35.06189940264912,ACOSTA J D,300,121,1980,T,57420,A,TF,300
AMAZON QUEEN,2022-08-10T00:00:00Z,NA,1244,RUIZ JORGE,DELACOUR ARNAUD,118,1760,8,CNL,t,FM,A,70000,7,36.67855323484463,train,36.575941158704495,SUAREZ ANGEL,300,118,1830,T,44000,A,FM,300
AMUNDSON,2023-06-09T00:00:00Z,NA,2611,ORTIZ IRAD JR,ATRAS ROB,123,1320,6,BEL,D,FT,AO,100000,8,37.905376947915194,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMUNDSON,2023-04-30T00:00:00Z,NA,2571,ORTIZ IRAD JR,ATRAS ROB,124,1320,2,AQU,D,SY,N,100000,3,38.390445044788855,train,37.905376947915194,ORTIZ IRAD JR,300,123,1320,D,100000,AO,FT,300
AMUNDSON,2023-03-05T00:00:00Z,NA,2515,LEZCANO JOSE,Other,120,1320,4,AQU,D,FT,AO,84000,1,37.98536859876195,train,38.390445044788855,ORTIZ IRAD JR,300,124,1320,D,100000,N,SY,300
AMUNDSON,2023-01-22T00:00:00Z,NA,2473,CARMOUCHE K,RICE LINDA,123,1320,5,AQU,D,FT,AO,88000,4,37.5,train,37.98536859876195,LEZCANO JOSE,300,120,1320,D,84000,AO,FT,300
AMUNDSON,2023-01-01T00:00:00Z,NA,2452,DAVIS DYLAN,RICE LINDA,123,1540,1,AQU,D,MY,AO,88000,3,37.23404255319149,train,37.5,CARMOUCHE K,300,123,1320,D,88000,AO,FT,300
AMUNDSON,2022-12-09T00:00:00Z,NA,2429,CARMOUCHE K,RICE LINDA,124,1540,5,AQU,D,FT,AO,100000,2,36.94148000469098,train,37.23404255319149,DAVIS DYLAN,300,123,1540,D,88000,AO,MY,300
AMUNDSON,2022-11-12T00:00:00Z,NA,2402,CARMOUCHE K,RICE LINDA,122,1320,3,AQU,D,GD,AO,95000,1,38.499928703835735,train,36.94148000469098,CARMOUCHE K,300,124,1540,D,100000,AO,FT,300
AMUNDSON,2022-10-21T00:00:00Z,NA,2380,FRANCO MANUEL,ATRAS ROB,123,1430,3,BAQ,D,FT,C,70000,1,37.77605579232855,train,38.499928703835735,CARMOUCHE K,300,122,1320,D,95000,AO,GD,300
AMUNDSON,2022-09-03T00:00:00Z,NA,2332,ORTIZ JOSE L,DIODORO ROBERTINO,125,1320,2,SAR,D,FT,AO,120000,6,38.582452129179764,train,37.77605579232855,FRANCO MANUEL,300,123,1430,D,70000,C,FT,300
AMUNDSON,2022-07-30T00:00:00Z,NA,2297,FRANCO MANUEL,DE PAZ HORACIO,124,1320,4,SAR,D,FT,AO,100000,1,38.15715093273035,train,38.582452129179764,ORTIZ JOSE L,300,125,1320,D,120000,AO,FT,300
ANATOLIAN,2023-07-26T00:00:00Z,NA,1653,FRANCO MANUEL,MAKER MICHAEL J,123,2420,10,SAR,t,FM,A,149500,2,36.157779401022644,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANATOLIAN,2023-07-04T00:00:00Z,NA,1631,ORTIZ IRAD JR,MAKER MICHAEL J,124,2200,9,BEL,t,YL,A,95000,5,36.2698476666398,train,36.157779401022644,FRANCO MANUEL,300,123,2420,t,149500,A,FM,300
ANATOLIAN,2023-06-01T00:00:00Z,NA,1598,ORTIZ IRAD JR,MAKER MICHAEL J,124,2420,1,BEL,t,FM,A,95000,2,35.83061889250815,train,36.2698476666398,ORTIZ IRAD JR,300,124,2200,t,95000,A,YL,300
ANATOLIAN,2023-04-21T00:00:00Z,NA,1557,GOMEZ JOSE ANTONIO,MAKER MICHAEL J,120,1980,4,AQU,D,FT,AO,82000,4,34.86870426173052,train,35.83061889250815,ORTIZ IRAD JR,300,124,2420,t,95000,A,FM,300
ANATOLIAN,2022-07-08T00:00:00Z,NA,1270,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1870,5,GP,D,FT,AO,51000,5,36.33168693009119,train,34.86870426173052,GOMEZ JOSE ANTONIO,300,120,1980,D,82000,AO,FT,300
ANATOLIAN,2022-06-18T00:00:00Z,NA,1250,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1830,1,GP,D,FT,CO,31000,1,36.391034592473446,train,36.33168693009119,CAMACHO SAMUEL JR,300,118,1870,D,51000,AO,FT,300
ANATOLIAN,2022-05-08T00:00:00Z,NA,1209,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1650,4,GP,T,FM,M,21000,1,36.73669315336889,train,36.391034592473446,CAMACHO SAMUEL JR,300,118,1830,D,31000,CO,FT,300
ANATOLIAN,2022-03-27T00:00:00Z,NA,1167,VASQUEZ MIGUEL ANGEL,MAKER MICHAEL J,120,1870,4,GP,T,FM,S,60000,9,36.71882499760007,train,36.73669315336889,CAMACHO SAMUEL JR,300,118,1650,T,21000,M,FM,300
ANATOLIAN,2022-02-27T00:00:00Z,NA,1139,ALVARADO JUNIOR,Other,120,1100,6,GP,D,FT,M,35000,4,37.91708796764408,train,36.71882499760007,VASQUEZ MIGUEL ANGEL,300,120,1870,T,60000,S,FM,300
ANCHISES,2023-07-21T00:00:00Z,NA,886,ALVARADO JUNIOR,MOTT WILLIAM I,119,1210,5,SAR,D,GD,S,136500,3,37.832467135432594,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANTHRACITE,2023-07-21T00:00:00Z,NA,1558,VARGAS JORGE A JR,ORSENO JOSEPH F,120,1870,7,MTH,T,FM,R,35300,9,36.58536585365854,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANTHRACITE,2023-06-23T00:00:00Z,NA,1530,CAMACHO SAMY,ORSENO JOSEPH F,121,1760,4,MTH,D,FT,C,36600,1,36.257427736932215,train,36.58536585365854,VARGAS JORGE A JR,300,120,1870,T,35300,R,FM,300
ANTHRACITE,2023-05-27T00:00:00Z,NA,1503,MENESES MARCOS,ORSENO JOSEPH F,120,1760,3,GP,D,FT,AO,51000,4,37.12871287128713,train,36.257427736932215,CAMACHO SAMY,300,121,1760,D,36600,C,FT,300
ANTHRACITE,2023-04-29T00:00:00Z,NA,1475,MENESES MARCOS,ORSENO JOSEPH F,119,1800,4,TAM,D,FT,A,28000,2,37.06652755278549,train,37.12871287128713,MENESES MARCOS,300,120,1760,D,51000,AO,FT,300
ANTHRACITE,2023-03-19T00:00:00Z,NA,1434,Other,ORSENO JOSEPH F,122,1760,5,TAM,T,FM,M,17000,1,37.42203742203742,train,37.06652755278549,MENESES MARCOS,300,119,1800,D,28000,A,FT,300
ANTHRACITE,2023-03-05T00:00:00Z,NA,1420,MARIN SAMUEL,ORSENO JOSEPH F,122,1870,3,TAM,D,FT,M,19500,4,35.79784744969584,train,37.42203742203742,Other,300,122,1760,T,17000,M,FM,300
ANTHRACITE,2023-02-10T00:00:00Z,NA,1397,LOPEZ PASCACIO,ORSENO JOSEPH F,122,1760,4,GP,T,FM,MO,50000,9,36.983768235052395,train,35.79784744969584,MARIN SAMUEL,300,122,1870,D,19500,M,FT,300
ANTHRACITE,2022-07-24T00:00:00Z,NA,1196,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1870,5,GP,D,FT,MO,39000,7,35.56154704351059,train,36.983768235052395,LOPEZ PASCACIO,300,122,1760,T,50000,MO,FM,300
ANTHRACITE,2022-07-01T00:00:00Z,NA,1173,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1760,2,GP,D,FT,S,50000,3,36.80605255086392,train,35.56154704351059,CAMACHO SAMUEL JR,300,118,1870,D,39000,MO,FT,300
ANTHRACITE,2022-05-12T00:00:00Z,NA,1123,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1870,8,GP,T,FM,S,50000,3,37.353515625,train,36.80605255086392,CAMACHO SAMUEL JR,300,118,1760,D,50000,S,FT,300
ANY PORT,2023-04-02T00:00:00Z,NA,1448,SAEZ LUIS,LERMAN ROY S,122,1650,4,GP,T,FM,AO,54000,1,37.12871287128712,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANY PORT,2023-03-03T00:00:00Z,NA,1418,SAEZ LUIS,LERMAN ROY S,122,1760,2,GP,T,FM,AO,54000,2,37.81909864481564,train,37.12871287128712,SAEZ LUIS,300,122,1650,T,54000,AO,FM,300
